Data,Histórico,Valor,Tipo
2021-07-20,Correio 06/2021.,46.2,CONTA ORDINÁRIA
2021-07-20,INSS da NF.1650 serv. prestados Mundial 06/2021.,2295.43,CONTA ORDINÁRIA
2021-07-20,Cofins/Pis/Csll da NF.1650 serv. prestados Mundial 06/2021.,1940.69,CONTA ORDINÁRIA
2021-07-20,Cofins/Pis/Csll da NF.167259 serv. prestados CBE 06/2021.,16.96,MANUTENÇÃO E LIMPEZA
2021-07-20,MCA NF. 3825 materiais de limpeza.,884.99,MANUTENÇÃO E LIMPEZA
2021-07-23,Dra.Luciana honorários pago pelo Apto. 141 bloco Aristhea cota 04/2021.,59.82,CONTA ORDINÁRIA
2021-07-23,Dra.Luciana honorários pago pelo Apto. 122 bloco Aristhea cotas 09/2020 e 12/2020.,379.54,CONTA ORDINÁRIA
2021-07-23,Dra.Luciana reembolso custas processuais Apto. 153 bloco Nelly.,29.34,CONTA ORDINÁRIA
2021-07-25,Sabesp conta 06/2021.,7053.09,TARIFAS PÚBLICAS
2021-07-25,Condominium NF.51955 manutenção equipamentos eletrônicos 06/2021.,736.08,MANUTENÇÃO E LIMPEZA
2021-07-26,Dra.Luciana honorários parc. 04/23 e 05/23 pago pelo Apto. 032 bloco Nelly.,1000.0,CONTA ORDINÁRIA
2021-07-28,Enel conta zelador 07/2021.,47.75,TARIFAS PÚBLICAS
2021-07-28,Enel nº.instalação 0057749680 conta 07/2021.,3212.27,TARIFAS PÚBLICAS
2021-07-31,Tarifa Custa de Cobrança 07/2021.,340.75,CONTA ORDINÁRIA
2021-07-31,Imposto de Renda 07/2021 ( C/P 88851-9 ),43.51,FUNDO DE RESERVA
2021-07-31,Imposto de Renda 07/2021 ( C/P 88853-5 ),76.99,ALUGUEL COBERTURA
2021-08-02,MC NF. 785 lâmpadas Led.,295.0,MANUTENÇÃO E LIMPEZA
2021-08-03,Tarifa Conta Certa 08/2021.,87.73,CONTA ORDINÁRIA
2021-08-03,Adailson serv. prestados 07/2021.,200.0,MANUTENÇÃO E LIMPEZA
2021-08-04,Remuneração Sindico 07/2021.,1108.38,CONTA ORDINÁRIA
2021-08-04,Cartório NF.424342 registro da ata A. G. O realizada 30/06/2021.,321.3,CONTA ORDINÁRIA
2021-08-04,JD_Paisagismo NF. 79 manutenção jardim 07/2021.,587.0,MANUTENÇÃO E LIMPEZA
2021-08-05,Honorários serv. prestados pela Campos 07/2021 NF.4423.,1760.0,CONTA ORDINÁRIA
2021-08-05,Emissão boletos 07/2021.,66.0,CONTA ORDINÁRIA
2021-08-06,Alcides ref. caixa de acrilico para sugestões e reclamações.,150.0,CONTA ORDINÁRIA
2021-08-10,Hidrotec NF. 7299 leitura da água 07/2021.,553.5,CONTA ORDINÁRIA
2021-08-10,Dra.Luciana assessoria juridica ref. 07/2021.,1104.0,CONTA ORDINÁRIA
2021-08-10,Allianz parc. 4/4 Seguro do Condominio,626.74,CONTA ORDINÁRIA
2021-08-10,Mundial NF.1657 serv. prestados 07/2021.,36519.56,CONTA ORDINÁRIA
2021-08-10,ISS da NF.1657 serv. prestados Mundial 07/2021.,831.4,CONTA ORDINÁRIA
2021-08-12,M&M NF. 35811 manut. elevadores 07/2021.,1202.32,MANUTENÇÃO E LIMPEZA
2021-08-15,Net conta 07/2021.,145.91,TARIFAS PÚBLICAS
2021-08-15,CBE NF.171756 manut. bombas 07/2021.,347.73,MANUTENÇÃO E LIMPEZA
2021-08-16,7_Lift NF. 598 parc. 5/5 mão de obra instalação de fechador dorma 7 andar Bloco A e troca do cooler nos 3 elevadores.,118.0,MANUTENÇÃO E LIMPEZA
2021-08-16,7_Lift NF. 474 parc. 5/5 ventilador / cooler para os 3 elevadores.,168.0,MANUTENÇÃO E LIMPEZA
2021-08-17,Valdir NF. 17 instalação de vidro temperado com insulfime.,635.0,MANUTENÇÃO E LIMPEZA
2021-08-19,Dra.Luciana honorários pago pelo Apto. 054 Bloco Aristheia ref. cota de Junho.,51.8,CONTA ORDINÁRIA
2021-08-19,Encadernação NF.30263 e cópias 07/2021.,78.0,CONTA ORDINÁRIA
2021-08-19,MCA NF. 3931 materiais de limpeza.,650.85,MANUTENÇÃO E LIMPEZA
2021-08-20,Condominium Prime NF. 4756 cabo aspiral preto.,16.5,CONTA ORDINÁRIA
2021-08-20,INSS da NF.1657 serv. prestados Mundial 07/2021.,2286.37,CONTA ORDINÁRIA
2021-08-20,Cofins/Pis/Csll da NF.1657 serv. prestados Mundial 07/2021.,1933.02,CONTA ORDINÁRIA
2021-08-20,Mc Hidraúlica NF. 794 sensor de presença.,117.0,MANUTENÇÃO E LIMPEZA
2021-08-20,Cofins/Pis/Csll da NF.171756 serv. prestados CBE 07/2021.,16.96,MANUTENÇÃO E LIMPEZA
2021-08-25,Sabesp conta 07/2021.,7053.09,TARIFAS PÚBLICAS
2021-08-25,Condominium NF.52350 manutenção equipamentos eletrônicos 07/2021.,736.08,MANUTENÇÃO E LIMPEZA
2021-08-30,Enel nº.instalação 0057749680 conta 08/2021.,5908.37,TARIFAS PÚBLICAS
2021-08-30,Enel conta zelador 08/2021.,129.84,TARIFAS PÚBLICAS
2021-08-31,Tarifa Custa de Cobrança 08/2021.,346.25,CONTA ORDINÁRIA
2021-08-31,Paslu NF. 12235 espelho convexo para entrada.,115.0,MANUTENÇÃO E LIMPEZA
2021-08-31,Imposto de Renda 08/2021 ( C/P 88851-9 ),53.8,FUNDO DE RESERVA
2021-08-31,Imposto de Renda 08/2021 ( C/P 88853-5 ),91.04,ALUGUEL COBERTURA
2021-09-02,Tarifa Conta Certa 09/2021.,87.73,CONTA ORDINÁRIA
2021-09-03,Adailson serv. prestados 08/2021.,200.0,MANUTENÇÃO E LIMPEZA
2021-09-04,Remuneração Sindico 08/2021.,1163.55,CONTA ORDINÁRIA
2021-09-05,Honorários serv. prestados pela Campos 08/2021 NF.4458.,1760.0,CONTA ORDINÁRIA
2021-09-05,Emissão boletos 08/2021.,66.0,CONTA ORDINÁRIA
2021-09-06,JD_Paisagismo NF. 96 manutenção jardim 08/2021.,587.0,MANUTENÇÃO E LIMPEZA
2021-09-09,Dra.Luciana assessoria juridica ref. 08/2021.,1104.0,CONTA ORDINÁRIA
2021-09-09,Dra.Luciana honorários pago pelo Apto. 111 Bloco Aristheia ref. cota de Julho/2021.,54.95,CONTA ORDINÁRIA
2021-09-10,Hidrotec NF. 7532 leitura da água 08/2021.,553.5,CONTA ORDINÁRIA
2021-09-10,Mundial NF.1664 serv. prestados 08/2021.,36529.41,CONTA ORDINÁRIA
2021-09-10,ISS da NF.1664 serv. prestados Mundial 08/2021.,831.63,CONTA ORDINÁRIA
2021-09-12,M&M NF. 35907 manut. elevadores 08/2021.,1202.32,MANUTENÇÃO E LIMPEZA
2021-09-13,MCA NF. 4020 materiais de limpeza.,729.03,MANUTENÇÃO E LIMPEZA
2021-09-15,Net conta 08/2021.,147.66,TARIFAS PÚBLICAS
2021-09-15,"7_Lift NF. 640 parc. 01/05 corrediça, roldana e contato de porta elev. serviço bloco B.",500.0,MANUTENÇÃO E LIMPEZA
2021-09-15,CBE NF.173445 manut. bombas 08/2021.,347.73,MANUTENÇÃO E LIMPEZA
2021-09-20,INSS da NF.1664 serv. prestados Mundial 08/2021.,2286.99,CONTA ORDINÁRIA
2021-09-20,Cofins/Pis/Csll da NF.1664 serv. prestados Mundial 08/2021.,1933.54,CONTA ORDINÁRIA
2021-09-20,Cofins/Pis/Csll da NF.173445 serv. prestados CBE 08/2021.,16.96,MANUTENÇÃO E LIMPEZA
2021-09-20,"Guilherme Jonas NF. 724 parc. 01/03 recarga, manutenção dos extintores e testes mangueiras.",1426.33,MANUTENÇÃO E LIMPEZA
2021-09-25,Sabesp conta 08/2021.,7053.09,TARIFAS PÚBLICAS
2021-09-25,Condominium NF.52706 manutenção equipamentos eletrônicos 08/2021.,985.1,MANUTENÇÃO E LIMPEZA
2021-09-28,Enel nº.instalação 0057749680 conta 09/2021.,4662.79,TARIFAS PÚBLICAS
2021-09-29,Encadernação NF.30470 e cópias 08/2021.,683.0,CONTA ORDINÁRIA
2021-09-29,Kalunga CF.142001 materiais de escritório para o condomínio.,91.7,CONTA ORDINÁRIA
2021-09-29,Sinvaldo NF. 260 colocação de tela no vão do elevador para evitar passarinhos.,400.0,MANUTENÇÃO E LIMPEZA
2021-09-30,Tarifa Custa de Cobrança 09/2021.,354.4,CONTA ORDINÁRIA
2021-09-30,Enel conta zelador 09/2021.,60.47,TARIFAS PÚBLICAS
2021-09-30,Imposto de Renda 09/2021 ( C/P 88851-9 ),58.18,FUNDO DE RESERVA
2021-09-30,Imposto de Renda 09/2021 ( C/P 88853-5 ),113.16,ALUGUEL COBERTURA
2021-10-04,Remuneração Sindico 09/2021.,1163.55,CONTA ORDINÁRIA
2021-10-04,Tarifa Conta Certa 10/2021.,87.73,CONTA ORDINÁRIA
2021-10-04,JD_Paisagismo NF. 107 manutenção jardim 09/2021.,587.0,MANUTENÇÃO E LIMPEZA
2021-10-05,Honorários serv. prestados pela Campos 09/2021 NF.4492 09/2021.,1760.0,CONTA ORDINÁRIA
2021-10-05,Emissão boletos 09/2021.,66.0,CONTA ORDINÁRIA
2021-10-05,Adailson serv. prestados 09/2021.,200.0,MANUTENÇÃO E LIMPEZA
2021-10-08,Dra.Luciana assessoria jurídica ref. 09/2021.,1104.0,CONTA ORDINÁRIA
2021-10-08,IPTU Apto. 143 Bloco Nelly ref. anos 1996 à 2018.,19391.3,CONTA ORDINÁRIA
2021-10-10,Hidrotec NF. 7757 leitura da água 09/2021.,553.5,CONTA ORDINÁRIA
2021-10-10,Mundial NF. 1671 serv. prestados 09/2021.,36403.69,CONTA ORDINÁRIA
2021-10-11,ISS da NF.1671 serv. prestados Mundial 09/2021.,828.76,CONTA ORDINÁRIA
2021-10-11,MCA NF. 4099 materiais de limpeza.,755.49,MANUTENÇÃO E LIMPEZA
2021-10-12,M&M NF. 36010 manut. elevadores 09/2021.,1202.32,MANUTENÇÃO E LIMPEZA
2021-10-15,Net conta 09/2021.,145.89,TARIFAS PÚBLICAS
2021-10-15,"7_Lift NF. 640 parc. 02/05 corrediça, roldana e contato de porta.",500.0,MANUTENÇÃO E LIMPEZA
2021-10-15,"Sinvaldo NF. 262 pintura grades, portas e muretas do condominio.",2250.0,MANUTENÇÃO E LIMPEZA
2021-10-15,CBE NF. 176306 manut. bombas 09/2021.,347.73,MANUTENÇÃO E LIMPEZA
2021-10-19,Dra.Luciana honorários parc. 01/03 pago pelo Apto. 81 Bloco Aristheia.,64.49,CONTA ORDINÁRIA
2021-10-20,INSS da NF.1671 serv. prestados Mundial 09/2021.,2279.12,CONTA ORDINÁRIA
2021-10-20,Cofins/Pis/Csll da NF.1671 serv. prestados Mundial 09/2021.,1926.89,CONTA ORDINÁRIA
2021-10-20,Cofins/Pis/Csll da NF.176306 serv. prestados CBE 09/2021.,16.96,MANUTENÇÃO E LIMPEZA
2021-10-20,"Guilherme Jonas NF. 724 parc. 02/03 recarga, manutenção dos extintores e testes mangueiras.",1426.33,MANUTENÇÃO E LIMPEZA
2021-10-21,Sinvaldo NF. 264 limpeza e desentupimento da tubulação.,800.0,MANUTENÇÃO E LIMPEZA
2021-10-24,Condominium NF. 5319 aparelho interfone.,62.0,MANUTENÇÃO E LIMPEZA
2021-10-25,Sabesp conta 09/2021.,7053.09,TARIFAS PÚBLICAS
2021-10-25,Condominium NF.53126 manutenção equipamentos eletrônicos 09/2021.,985.1,MANUTENÇÃO E LIMPEZA
2021-10-27,Encadernação NF.30701 e cópias 09/2021.,78.0,CONTA ORDINÁRIA
2021-10-28,Enel nº.instalação 0057749680 conta 10/2021.,4345.89,TARIFAS PÚBLICAS
2021-10-28,Enel conta zelador 10/2021.,33.37,TARIFAS PÚBLICAS
2021-10-29,Paulo ref. laudo pericial pintura do condomínio e ART.,1888.0,MANUTENÇÃO E LIMPEZA
2021-10-31,Tarifa Custa de Cobrança 10/2021.,357.35,CONTA ORDINÁRIA
2021-10-31,Imposto de Renda 10/2021 ( C/P 88851-9 ),70.67,FUNDO DE RESERVA
2021-10-31,Imposto de Renda 10/2021 ( C/P 88853-5 ),115.73,ALUGUEL COBERTURA
2021-11-02,Paslu NF. 12959 placa de identificação.,136.0,CONTA ORDINÁRIA
2021-11-03,Tarifa Conta Certa 11/2021.,87.73,CONTA ORDINÁRIA
2021-11-03,Tarifa Conta Certa Exced 11/2021.,10.18,CONTA ORDINÁRIA
2021-11-03,Sinvaldo NF. 265 junta de dilatação na garagem devido entrada de água pela rampa.,650.0,MANUTENÇÃO E LIMPEZA
2021-11-04,Remuneração Sindico 10/2021.,1163.55,CONTA ORDINÁRIA
2021-11-04,JD_Paisagismo NF. 124 manutenção jardim 10/2021.,587.0,MANUTENÇÃO E LIMPEZA
2021-11-05,Honorários serv. prestados pela Campos 10/2021 NF.4527.,1760.0,CONTA ORDINÁRIA
2021-11-05,Emissão boletos 10/2021.,66.0,CONTA ORDINÁRIA
2021-11-08,Dra.Luciana assessoria juridica ref. 10/2021.,1104.0,CONTA ORDINÁRIA
2021-11-08,Tintas MC NF. 340688 tinta suvinil cor tomate seco.,473.95,MANUTENÇÃO E LIMPEZA
2021-11-08,Tintas MC NF. 4149 materiais para manutenção do condominio.,326.05,MANUTENÇÃO E LIMPEZA
2021-11-08,Bruna Fontana NF. 4211 materiais de limpeza.,876.28,MANUTENÇÃO E LIMPEZA
2021-11-09,Disc Alda NF. 2663 materiais manutenção do condominio.,604.1,MANUTENÇÃO E LIMPEZA
2021-11-09,Adailson serv. prestados 10/2021.,200.0,MANUTENÇÃO E LIMPEZA
2021-11-10,Hidrotec NF. 7997 leitura da água 10/2021.,553.5,CONTA ORDINÁRIA
2021-11-10,Mundial NF. 1678 serv. prestados 10/2021.,36530.17,CONTA ORDINÁRIA
2021-11-10,ISS da NF.1678 serv. prestados Mundial 10/2021.,831.64,CONTA ORDINÁRIA
2021-11-10,Paslu NF. 13051 cadeira para portaria.,550.0,MANUTENÇÃO E LIMPEZA
2021-11-12,M&M NF. 36111 manut. elevadores 10/2021.,1202.32,MANUTENÇÃO E LIMPEZA
2021-11-15,Tintas MC NF. 342146 tinta piso concreto.,332.0,MANUTENÇÃO E LIMPEZA
2021-11-15,"7_Lift NF. 640 parc. 03/05 corrediça, roldana e contato de porta.",500.0,MANUTENÇÃO E LIMPEZA
2021-11-15,CBE NF. 179455 manut. bombas 10/2021.,347.73,MANUTENÇÃO E LIMPEZA
2021-11-16,Net conta 10/2021.,145.89,TARIFAS PÚBLICAS
2021-11-17,Teixeira NF.154450 (Mercado Pago) mola hidráulica para porta dos elevadores.,868.0,MANUTENÇÃO E LIMPEZA
2021-11-19,Cofins/Pis/Csll da NF.1678 serv. prestados Mundial 10/2021.,1933.58,CONTA ORDINÁRIA
2021-11-19,Cofins/Pis/Csll da NF.179455 serv. prestados CBE 10/2021.,16.96,MANUTENÇÃO E LIMPEZA
2021-11-20,Honorários 13º/2021 Campos parc.2/2 NF.4560.,880.0,CONTA ORDINÁRIA
2021-11-20,INSS da NF.1678 serv. prestados Mundial 10/2021.,2287.03,CONTA ORDINÁRIA
2021-11-20,"Guilherme Jonas NF. 724 parc. 03/03 recarga, manutenção dos extintores e testes mangueiras.",1426.33,MANUTENÇÃO E LIMPEZA
2021-11-22,Empório Mega NF.13532 cestas de natal para funcionários.,789.1,CONTA ORDINÁRIA
2021-11-22,Sinvaldo NF. 266 troca encanamento do telhado lado Bloco Nelly.,850.0,MANUTENÇÃO E LIMPEZA
2021-11-25,Sabesp conta 10/2021.,7053.09,TARIFAS PÚBLICAS
2021-11-25,Condominium NF.53475 manut. equip. eletrônicos 10/2021.,985.1,MANUTENÇÃO E LIMPEZA
2021-11-25,Carrefour NF.4696512 microondas Philco 127v.,448.73,MANUTENÇÃO E LIMPEZA
2021-11-26,Sinvaldo NF. 267 substituição vidro da guarita.,830.0,MANUTENÇÃO E LIMPEZA
2021-11-29,Encadernação NFs.30891/30833 e cópias 10/2021.,117.9,CONTA ORDINÁRIA
2021-11-29,Enel nº.instalação 0057749698 zelador conta 11/2021,61.28,TARIFAS PÚBLICAS
2021-11-29,Enel nº.instalação 0057749680 conta 11/2021.,4003.71,TARIFAS PÚBLICAS
2021-11-30,Tarifa Custa de Cobrança 11/2021.,346.25,CONTA ORDINÁRIA
2021-11-30,Imposto de Renda 11/2021 ( C/P 88851-9 ),1.23,FUNDO DE RESERVA
2021-11-30,Imposto de Renda 11/2021 ( C/P 88853-5 ),0.61,ALUGUEL COBERTURA
2021-12-02,Tarifa Conta Certa 12/2021.,87.73,CONTA ORDINÁRIA
2021-12-02,Tarifa Conta Certa Exed 12/2021.,9.6,CONTA ORDINÁRIA
2021-12-03,"Sinvaldo NF. 268 recolocação e pintura porta de ferro da casa de energia, desentupimento cano jardim e pintura cano.",1120.0,MANUTENÇÃO E LIMPEZA
2021-12-04,Remuneração Sindico 11/2021.,1163.55,CONTA ORDINÁRIA
2021-12-04,JD_Paisagismo NF. 146 manutenção jardim 11/2021.,587.0,MANUTENÇÃO E LIMPEZA
2021-12-05,Honorários serv. prestados pela Campos 11/2021 NF.4595.,1760.0,CONTA ORDINÁRIA
2021-12-05,Emissão boletos 11/2021.,66.0,CONTA ORDINÁRIA
2021-12-07,Dra.Luciana assessoria juridica ref. 11/2021.,1104.0,CONTA ORDINÁRIA
2021-12-07,Adailson serv. prestados 11/2021.,200.0,MANUTENÇÃO E LIMPEZA
2021-12-08,MCA NF. 4307 materiais de limpeza.,661.27,MANUTENÇÃO E LIMPEZA
2021-12-09,Dra.Luciana honorários pago pelo Apto. 94 Bloco Nelly ref. cota 07/2021.,58.16,CONTA ORDINÁRIA
2021-12-09,Dra.Luciana honorários pago pelo Apto. 111 Bloco Nelly ref. cotas 09/2021 e 10/2021.,118.95,CONTA ORDINÁRIA
2021-12-09,Dra.Luciana parc. 06/23 honorários pago pelo Apto. 32 Bloco Nelly.,500.0,CONTA ORDINÁRIA
2021-12-10,Hidrotec NF. 8197 leitura da água 11/2021.,553.5,CONTA ORDINÁRIA
2021-12-10,Mundial NF. 1686 serv. prestados 11/2021.,36534.02,CONTA ORDINÁRIA
2021-12-10,ISS da NF.1686 serv. prestados Mundial 11/2021.,831.73,CONTA ORDINÁRIA
2021-12-12,M&M NF. 36216 manut. elevadores 11/2021.,1202.32,MANUTENÇÃO E LIMPEZA
2021-12-14,Dr. Rodrigo processo 105965-69.2019.8.26.0003 - Muro divisa Cond. Cupecê X Cond. Troncho de Melo.,3026.86,CONTA ORDINÁRIA
2021-12-15,Net conta 11/2021.,145.89,TARIFAS PÚBLICAS
2021-12-15,"7_Lift NF. 640 parc. 04/05 corrediça, roldana e contato de porta.",500.0,MANUTENÇÃO E LIMPEZA
2021-12-15,Sinvaldo NF. 269 (entrada) limpeza e manutenção encanamento lado Bl. Aristheia G1 lado elevador.,2000.0,MANUTENÇÃO E LIMPEZA
2021-12-15,CBE NF. 183419 manut. bombas 11/2021.,347.73,MANUTENÇÃO E LIMPEZA
2021-12-16,Dra.Luciana honorários parc. 02/03 a 03/03 pago pelo Apto. 81 Bloco Aristheia.,128.98,CONTA ORDINÁRIA
2021-12-16,Dra.Luciana honorarios pago pelo apto. 153 Bloco Aristheia.,69.06,CONTA ORDINÁRIA
2021-12-20,Honorários 13º/2021 Campos parc. 2/2 NF.4626.,880.0,CONTA ORDINÁRIA
2021-12-20,Encadernação NF.30994 e cópias 11/2021.,72.0,CONTA ORDINÁRIA
2021-12-20,INSS da NF.1686 serv. prestados Mundial 11/2021.,2287.27,CONTA ORDINÁRIA
2021-12-20,Cofins/Pis/Csll da NF.1686 serv. prestados Mundial 11/2021.,1933.79,CONTA ORDINÁRIA
2021-12-20,Cofins/Pis/Csll da NF.183419 serv. prestados CBE 11/2021.,16.96,MANUTENÇÃO E LIMPEZA
2021-12-25,Sabesp conta 11/2021.,7053.09,TARIFAS PÚBLICAS
2021-12-25,Condominium NF.53864 manutenção equipamentos eletrônicos 11/2021.,985.1,MANUTENÇÃO E LIMPEZA
2021-12-28,Enel nº.instalação 0057749680 conta 12/2021.,4731.42,TARIFAS PÚBLICAS
2021-12-28,Enel nº.instalação 0057749698 zelador conta 12/2021.,55.58,TARIFAS PÚBLICAS
2021-12-28,Disc Alda NF. 2705 parc. 01/04 materiais para manutenção do condominio.,1135.05,MANUTENÇÃO E LIMPEZA
2021-12-31,Tarifa Custa de Cobrança 12/2021.,398.4,CONTA ORDINÁRIA
2021-12-31,Imposto de Renda 12/2021 ( C/P 88851-9 ),0.76,FUNDO DE RESERVA
2021-12-31,Imposto de Renda 12/2021 ( C/P 88853-5 ),2.34,ALUGUEL COBERTURA
2022-01-04,Remuneração Sindico 12/2021.,1163.55,CONTA ORDINÁRIA
2022-01-04,Tarifa Conta Certa 01/2022.,87.73,CONTA ORDINÁRIA
2022-01-04,Tarifa Conta Certa Exced 01/2022.,19.2,CONTA ORDINÁRIA
2022-01-04,Disc Alda NF. 2705 parc. 02/04 materiais para manutenção do condominio.,1135.05,MANUTENÇÃO E LIMPEZA
2022-01-04,JD_Paisagismo NF. 166 manutenção jardim 12/2021.,587.0,MANUTENÇÃO E LIMPEZA
2022-01-05,Honorários serv. prestados pela Campos 12/2021 NF.4660.,1760.0,CONTA ORDINÁRIA
2022-01-05,Emissão boletos 01/2022.,66.0,CONTA ORDINÁRIA
2022-01-05,Josiane CF. 471 redução 150x100 para encanamento novo no G1.,39.9,MANUTENÇÃO E LIMPEZA
2022-01-05,Adailson serviços prestados 12/2021.,200.0,MANUTENÇÃO E LIMPEZA
2022-01-05,Sinvaldo NF. 270 demolição de escada no térreo e construção de 2 pilares para rampa (subida do lixo para lixeira).,2650.0,MANUTENÇÃO E LIMPEZA
2022-01-05,Sinvaldo NF. 271 tratamento e impermeabilização caixa de água que estava com vazamento.,2100.0,MANUTENÇÃO E LIMPEZA
2022-01-06,MC hidraulica NF. 828 materiais para manutenção do condominio.,246.0,MANUTENÇÃO E LIMPEZA
2022-01-07,Dra.Luciana assessoria juridica ref. 12/2021.,1104.0,CONTA ORDINÁRIA
2022-01-07,Josiane Silva CF. 476 cimento.,68.0,MANUTENÇÃO E LIMPEZA
2022-01-10,Hidrotec NF. 8437 leitura da água 12/2021.,553.5,CONTA ORDINÁRIA
2022-01-10,Mundial NF. 1693 serv. prestados 12/2021.,36802.74,CONTA ORDINÁRIA
2022-01-10,ISS da NF.1693 serv. prestados Mundial 12/2021.,837.85,CONTA ORDINÁRIA
2022-01-11,Disc Alda NF. 2705 parc. 03/04 materiais para manutenção do condominio.,1135.05,MANUTENÇÃO E LIMPEZA
2022-01-12,M&M NF. 36321 manut. elevadores 12/2021.,1202.32,MANUTENÇÃO E LIMPEZA
2022-01-13,Sinvaldo NF. 272 parc. 01/02 substituição do cano da prumada de esgoto.,1100.0,MANUTENÇÃO E LIMPEZA
2022-01-13,Leandro NF. 015 solda portão deslizante e manutenção guia roldana.,300.0,MANUTENÇÃO E LIMPEZA
2022-01-14,7_Lift NF. 747 parc. 01/04 alavanca para trinco.,295.0,MANUTENÇÃO E LIMPEZA
2022-01-15,Sinvaldo NF. 269 parc. 01/02 limpeza e manutenção encanamento lado Aristéia G1 lado elevador.,1000.0,MANUTENÇÃO E LIMPEZA
2022-01-15,CBE NF. 188587 manut. bombas 12/2021.,409.97,MANUTENÇÃO E LIMPEZA
2022-01-15,Condominium NF. 5985 capacitor.,32.95,MANUTENÇÃO E LIMPEZA
2022-01-15,MCA NF. 4437 materiais de limpeza.,984.2,MANUTENÇÃO E LIMPEZA
2022-01-17,Net conta 12/2021.,145.89,TARIFAS PÚBLICAS
2022-01-17,Casa da textura CF. 161 e Valmar NF. 445 materiais para manutenção do condominio.,83.08,MANUTENÇÃO E LIMPEZA
2022-01-17,"7_Lift NF. 640 parc. 05/05 corrediça, roldana e contato de porta.",500.0,MANUTENÇÃO E LIMPEZA
2022-01-18,Disc Alda NF. 2705 parc. 04/04 materiais para manutenção do condominio.,1135.05,MANUTENÇÃO E LIMPEZA
2022-01-20,Darf Previdenciário da NF.1693 serv. prestados Mundial 12/2021.,2304.1,CONTA ORDINÁRIA
2022-01-20,Cofins/Pis/Csll da NF.1693 serv. prestados Mundial 12/2021.,1948.01,CONTA ORDINÁRIA
2022-01-20,Cofins/Pis/Csll da NF.188587 serv. prestados CBE 12/2021.,19.99,MANUTENÇÃO E LIMPEZA
2022-01-25,Sabesp conta 12/2021.,7053.09,TARIFAS PÚBLICAS
2022-01-25,Condominium NF.54288 manutenção equipamentos eletrônicos 12/2021.,985.1,MANUTENÇÃO E LIMPEZA
2022-01-27,Disc Alda NF. 2715 parc. 01/03 materiais para manutenção do condominio.,592.69,MANUTENÇÃO E LIMPEZA
2022-01-27,JMA CF. 76956 e Casa da Textura CF. 163 materiais para manutenção do condominio.,925.44,MANUTENÇÃO E LIMPEZA
2022-01-27,7_Lift NF. 741 parc. 01/05 aferição do limitador de velocidade e troca de óleo.,1800.0,MANUTENÇÃO E LIMPEZA
2022-01-27,Sinvaldo NF. 274 reparo emergencial da cabine primária de distribuição de energia que pegou fogo na fiação.,5000.0,MANUTENÇÃO E LIMPEZA
2022-01-28,Enel nº.instalação 0057749680 conta 01/2022.,4453.96,TARIFAS PÚBLICAS
2022-01-28,Enel nº.instalação 0057749698 zelador conta 01/2022.,33.76,TARIFAS PÚBLICAS
2022-01-28,Disc Alda NF. 2728 materiais para manutenção do condominio.,624.8,MANUTENÇÃO E LIMPEZA
2022-01-28,"Sinvaldo NF. 275 abertura de parede entre halls dos quartos onde passa prumada de esgoto para localização do vazamento, bem como acabamento apto. 21 Bloco Aristheia.",1171.2,MANUTENÇÃO E LIMPEZA
2022-01-31,Encadernação NF. 321284 e cópias 12/2021.,152.25,CONTA ORDINÁRIA
2022-01-31,Kalunga CF.185819 materiais para administração interna condomínio.,89.7,CONTA ORDINÁRIA
2022-01-31,Tarifa Custa de Cobrança 01/2022.,307.93,CONTA ORDINÁRIA
2022-01-31,Imposto de Renda 01/2022 ( C/P 88851-9 ),0.87,FUNDO DE RESERVA
2022-01-31,Imposto de Renda 01/2022 ( C/P 88853-5 ),3.75,ALUGUEL COBERTURA
2022-02-02,Tarifa Conta Certa 02/2022.,87.73,CONTA ORDINÁRIA
2022-02-02,Tarifa Conta Certa Exced 02/2022.,55.85,CONTA ORDINÁRIA
2022-02-03,Disc Alda NF. 2715 parc. 02/03 materiais para manutenção do condominio.,592.68,FUNDO DE OBRAS
2022-02-04,Remuneração Sindico 01/2022.,1163.55,CONTA ORDINÁRIA
2022-02-04,JD_Paisagismo NF. 183 manutenção jardim 01/2022.,587.0,MANUTENÇÃO E LIMPEZA
2022-02-05,Honorários serv. prestados pela Campos 01/2022 NF.4710.,1939.2,CONTA ORDINÁRIA
2022-02-05,Emissão boletos 01/2022.,73.2,CONTA ORDINÁRIA
2022-02-07,Sinvaldo NF. 277 manutenção prumada esgoto Apto. 13 Bloco Nelly.,1400.0,FUNDO DE RESERVA
2022-02-07,Sinvaldo NF. 276 manutenção prumada esgoto Apto. 111 Bloco Aristheia.,1490.4,FUNDO DE RESERVA
2022-02-08,Adailson serv. prestados 01/2022.,200.0,MANUTENÇÃO E LIMPEZA
2022-02-10,Hidrotec NF. 8658 leitura da água 01/2022.,553.5,CONTA ORDINÁRIA
2022-02-10,Mundial NF. 1700 serv. prestados 01/2022.,40313.44,CONTA ORDINÁRIA
2022-02-10,ISS da NF.1700 serv. prestados Mundial 01/2022.,917.77,CONTA ORDINÁRIA
2022-02-10,Disc Alda NF. 2715 parc. 03/03 materiais para manutenção do condominio.,592.68,FUNDO DE OBRAS
2022-02-10,MC NF. 840 materiais para manutenção do condominio.,233.5,FUNDO PROVISORIO CONTAS ORDINÁRIAS
